NAME,PLATE,MW
MOL00010235,PLATE00000027,378.81
MOL00010236,PLATE00000027,383.47
MOL00010237,PLATE00000027,393.44
MOL00010238,PLATE00000027,373.41
MOL00010239,PLATE00000027,340.38
MOL00010240,PLATE00000027,394.43
MOL00010241,PLATE00000027,344.43
MOL00010242,PLATE00000027,321.40
MOL00010243,PLATE00000027,331.43
MOL00010244,PLATE00000027,323.37
MOL00010245,PLATE00000027,392.49
MOL00010246,PLATE00000027,297.33
MOL00010247,PLATE00000027,373.40
MOL00010248,PLATE00000027,252.34
MOL00010249,PLATE00000027,383.42
MOL00010250,PLATE00000027,378.45
MOL00010251,PLATE00000027,331.39
MOL00010252,PLATE00000027,339.40
MOL00010253,PLATE00000027,350.37
MOL00010254,PLATE00000027,385.50
MOL00010255,PLATE00000027,368.43
MOL00010256,PLATE00000027,383.46
MOL00010257,PLATE00000027,326.37
MOL00010258,PLATE00000027,315.39
MOL00010259,PLATE00000027,384.34
MOL00010260,PLATE00000027,341.43
MOL00010261,PLATE00000027,372.45
MOL00010262,PLATE00000027,362.42
MOL00010263,PLATE00000027,303.34
MOL00010264,PLATE00000027,354.40
MOL00010265,PLATE00000027,289.35
MOL00010266,PLATE00000027,388.44
MOL00010267,PLATE00000027,382.44
MOL00010268,PLATE00000027,293.33
MOL00010269,PLATE00000027,377.42
MOL00010270,PLATE00000027,266.31
MOL00010271,PLATE00000027,379.51
MOL00010272,PLATE00000027,298.31
MOL00010273,PLATE00000027,383.47
MOL00010274,PLATE00000027,370.47
MOL00010275,PLATE00000027,331.37
MOL00010276,PLATE00000027,368.45
MOL00010277,PLATE00000027,309.41
MOL00010278,PLATE00000027,348.46
MOL00010279,PLATE00000027,384.43
MOL00010280,PLATE00000027,309.32
MOL00010281,PLATE00000027,354.44
MOL00010282,PLATE00000027,270.30
MOL00010283,PLATE00000027,396.88
MOL00010284,PLATE00000027,388.48
MOL00010285,PLATE00000027,390.45
MOL00010286,PLATE00000027,399.43
MOL00010287,PLATE00000027,327.36
MOL00010288,PLATE00000027,368.46
MOL00010289,PLATE00000027,337.43
MOL00010290,PLATE00000027,315.35
MOL00010291,PLATE00000027,345.41
MOL00010292,PLATE00000027,386.45
MOL00010293,PLATE00000027,342.43
MOL00010294,PLATE00000027,306.77
MOL00010295,PLATE00000027,385.43
MOL00010296,PLATE00000027,266.36
MOL00010297,PLATE00000027,301.34
MOL00010298,PLATE00000027,331.43
MOL00010299,PLATE00000027,314.43
MOL00010300,PLATE00000027,315.44
MOL00010301,PLATE00000027,290.36
MOL00010302,PLATE00000027,398.52
MOL00010303,PLATE00000027,358.82
MOL00010304,PLATE00000027,345.42
MOL00010305,PLATE00000027,264.30
MOL00010306,PLATE00000027,373.47
MOL00010307,PLATE00000027,350.78
MOL00010308,PLATE00000027,322.40
MOL00010309,PLATE00000027,392.86
MOL00010310,PLATE00000027,353.44
MOL00010311,PLATE00000027,289.35
MOL00010312,PLATE00000027,383.37
MOL00010313,PLATE00000027,296.36
MOL00010314,PLATE00000027,382.48
MOL00010315,PLATE00000027,375.49
MOL00010316,PLATE00000027,283.30
MOL00010317,PLATE00000027,365.46
MOL00010318,PLATE00000027,254.30
MOL00010319,PLATE00000027,381.48
MOL00010320,PLATE00000027,288.74
MOL00010321,PLATE00000027,390.48
MOL00010322,PLATE00000027,336.41
MOL00010323,PLATE00000027,373.43
MOL00010324,PLATE00000027,368.45
MOL00010325,PLATE00000027,326.37
MOL00010326,PLATE00000027,356.44
MOL00010327,PLATE00000027,382.40
MOL00010328,PLATE00000027,315.28
MOL00010329,PLATE00000027,365.48
MOL00010330,PLATE00000027,254.30
MOL00010331,PLATE00000027,380.42
MOL00010332,PLATE00000027,300.34
MOL00010333,PLATE00000027,354.42
MOL00010334,PLATE00000027,381.41
MOL00010335,PLATE00000027,382.44
MOL00010336,PLATE00000027,367.39
MOL00010337,PLATE00000027,374.47
MOL00010338,PLATE00000027,343.41
MOL00010339,PLATE00000027,347.43
MOL00010340,PLATE00000027,322.36
MOL00010341,PLATE00000027,372.39
MOL00010342,PLATE00000027,306.77
MOL00010343,PLATE00000027,321.39
MOL00010344,PLATE00000027,250.32
MOL00010345,PLATE00000027,343.40
MOL00010346,PLATE00000027,375.44
MOL00010347,PLATE00000027,336.44
MOL00010348,PLATE00000027,317.45
MOL00010349,PLATE00000027,354.36
MOL00010350,PLATE00000027,396.48
MOL00010351,PLATE00000027,304.37
MOL00010352,PLATE00000027,315.39
MOL00010353,PLATE00000027,328.80
MOL00010354,PLATE00000027,343.45
MOL00010355,PLATE00000027,344.39
MOL00010356,PLATE00000027,372.46
MOL00010357,PLATE00000027,386.47
MOL00010358,PLATE00000027,347.39
MOL00010359,PLATE00000027,303.38
MOL00010360,PLATE00000027,342.42
MOL00010361,PLATE00000027,319.38
MOL00010362,PLATE00000027,396.47
MOL00010363,PLATE00000027,375.49
MOL00010364,PLATE00000027,290.33
MOL00010365,PLATE00000027,363.42
MOL00010366,PLATE00000027,282.31
MOL00010367,PLATE00000027,385.90
MOL00010368,PLATE00000027,339.42
MOL00010369,PLATE00000028,387.82
MOL00010370,PLATE00000028,385.46
MOL00010371,PLATE00000028,291.31
MOL00010372,PLATE00000028,314.38
MOL00010373,PLATE00000028,367.43
MOL00010374,PLATE00000028,293.34
MOL00010375,PLATE00000028,397.45
MOL00010376,PLATE00000028,325.45
MOL00010377,PLATE00000028,357.38
MOL00010378,PLATE00000028,325.74
MOL00010379,PLATE00000028,349.45
MOL00010380,PLATE00000028,307.36
MOL00010381,PLATE00000028,349.45
MOL00010382,PLATE00000028,270.72
MOL00010383,PLATE00000028,307.36
MOL00010384,PLATE00000028,364.32
MOL00010385,PLATE00000028,395.44
MOL00010386,PLATE00000028,277.37
MOL00010387,PLATE00000028,399.40
MOL00010388,PLATE00000028,293.39
MOL00010389,PLATE00000028,309.37
MOL00010390,PLATE00000028,424.95
MOL00010391,PLATE00000028,293.34
MOL00010392,PLATE00000028,389.88
MOL00010393,PLATE00000028,397.49
MOL00010394,PLATE00000028,359.43
MOL00010395,PLATE00000028,289.33
MOL00010396,PLATE00000028,332.40
MOL00010397,PLATE00000028,288.32
MOL00010398,PLATE00000028,343.38
MOL00010399,PLATE00000028,300.36
MOL00010400,PLATE00000028,251.33
MOL00010401,PLATE00000028,275.31
MOL00010402,PLATE00000028,329.40
MOL00010403,PLATE00000028,300.36
MOL00010404,PLATE00000028,386.51
MOL00010405,PLATE00000028,303.36
MOL00010406,PLATE00000028,394.44
MOL00010407,PLATE00000028,326.80
MOL00010408,PLATE00000028,393.42
MOL00010409,PLATE00000028,287.44
MOL00010410,PLATE00000028,323.33
MOL00010411,PLATE00000028,352.41
MOL00010412,PLATE00000028,360.43
MOL00010413,PLATE00000028,339.41
MOL00010414,PLATE00000028,372.44
MOL00010415,PLATE00000028,366.43
MOL00010416,PLATE00000028,321.30
MOL00010417,PLATE00000028,394.45
MOL00010418,PLATE00000028,294.35
MOL00010419,PLATE00000028,348.37
MOL00010420,PLATE00000028,358.39
MOL00010421,PLATE00000028,376.42
MOL00010422,PLATE00000028,322.31
MOL00010423,PLATE00000028,375.40
MOL00010424,PLATE00000028,307.48
MOL00010425,PLATE00000028,369.44
MOL00010426,PLATE00000028,357.31
MOL00010427,PLATE00000028,335.42
MOL00010428,PLATE00000028,361.33
MOL00010429,PLATE00000028,383.47
MOL00010430,PLATE00000028,266.30
MOL00010431,PLATE00000028,395.46
MOL00010432,PLATE00000028,336.86
MOL00010433,PLATE00000028,333.39
MOL00010434,PLATE00000028,263.34
MOL00010435,PLATE00000028,323.76
MOL00010436,PLATE00000028,341.31
MOL00010437,PLATE00000028,371.44
MOL00010438,PLATE00000028,391.46
MOL00010439,PLATE00000028,306.75
MOL00010440,PLATE00000028,367.45
MOL00010441,PLATE00000028,369.44
MOL00010442,PLATE00000028,302.37
MOL00010443,PLATE00000028,261.28
MOL00010444,PLATE00000028,359.43
MOL00010445,PLATE00000028,367.36
MOL00010446,PLATE00000028,331.37
MOL00010447,PLATE00000028,289.33
MOL00010448,PLATE00000028,265.36
MOL00010449,PLATE00000028,308.77
MOL00010450,PLATE00000028,279.38
MOL00010451,PLATE00000028,302.35
MOL00010452,PLATE00000028,376.52
MOL00010453,PLATE00000028,322.79
MOL00010454,PLATE00000028,335.39
MOL00010455,PLATE00000028,286.39
MOL00010456,PLATE00000028,385.46
MOL00010457,PLATE00000028,285.38
MOL00010458,PLATE00000028,383.36
MOL00010459,PLATE00000028,366.43
MOL00010460,PLATE00000028,346.40
MOL00010461,PLATE00000028,363.43
MOL00010462,PLATE00000028,398.43
MOL00010463,PLATE00000028,334.43
MOL00010464,PLATE00000028,323.33
MOL00010465,PLATE00000028,337.38
MOL00010466,PLATE00000028,350.42
MOL00010467,PLATE00000028,326.38
MOL00010468,PLATE00000028,342.44
MOL00010469,PLATE00000028,380.45
MOL00010470,PLATE00000028,322.38
MOL00010471,PLATE00000028,343.40
MOL00010472,PLATE00000028,359.51
MOL00010473,PLATE00000028,365.40
MOL00010474,PLATE00000028,262.27
MOL00010475,PLATE00000028,357.43
MOL00010476,PLATE00000028,323.72
MOL00010477,PLATE00000028,371.46
MOL00010478,PLATE00000028,258.37
MOL00010479,PLATE00000028,301.34
MOL00010480,PLATE00000028,350.29
MOL00010481,PLATE00000028,279.36
MOL00010482,PLATE00000028,321.42
MOL00010483,PLATE00000028,351.38
MOL00010484,PLATE00000028,355.34
MOL00010485,PLATE00000028,369.46
MOL00010486,PLATE00000028,353.87
MOL00010487,PLATE00000028,335.45
MOL00010488,PLATE00000028,315.37
MOL00010489,PLATE00000028,361.46
MOL00010490,PLATE00000028,302.37
MOL00010491,PLATE00000028,342.32
MOL00010492,PLATE00000028,271.36
MOL00010493,PLATE00000028,289.33
MOL00010494,PLATE00000028,329.36
MOL00010495,PLATE00000028,288.35
MOL00010496,PLATE00000028,323.39
MOL00010497,PLATE00000028,314.34
MOL00010498,PLATE00000028,309.37
MOL00010499,PLATE00000028,303.36
MOL00010500,PLATE00000028,390.54
MOL00010501,PLATE00000028,370.38
MOL00010502,PLATE00000028,395.44
MOL00010503,PLATE00000028,350.39
MOL00010504,PLATE00000028,393.47
MOL00010505,PLATE00000028,283.39
MOL00010506,PLATE00000028,393.37
MOL00010507,PLATE00000028,352.41
MOL00010508,PLATE00000028,380.84
MOL00010509,PLATE00000028,377.46
MOL00010510,PLATE00000028,386.47
MOL00010511,PLATE00000028,272.36
MOL00010512,PLATE00000028,350.40
MOL00010513,PLATE00000028,362.41
MOL00010514,PLATE00000028,307.39
MOL00010515,PLATE00000028,397.45
MOL00010516,PLATE00000028,369.46
MOL00010517,PLATE00000028,390.40
MOL00010518,PLATE00000028,340.42
MOL00010519,PLATE00000028,349.45
MOL00010520,PLATE00000028,373.50
MOL00010521,PLATE00000028,373.38
MOL00010522,PLATE00000028,357.31
MOL00010523,PLATE00000028,349.45
MOL00010524,PLATE00000028,395.46
MOL00010525,PLATE00000028,387.45
MOL00010526,PLATE00000028,356.48
MOL00010527,PLATE00000028,371.83
MOL00010528,PLATE00000028,364.32
MOL00010529,PLATE00000028,319.77
MOL00010530,PLATE00000028,340.44
MOL00010531,PLATE00000028,370.39
MOL00010532,PLATE00000028,347.45
MOL00010533,PLATE00000028,286.33
MOL00010534,PLATE00000028,275.32
MOL00010535,PLATE00000028,320.77
MOL00010536,PLATE00000028,346.81
MOL00010537,PLATE00000028,335.42
MOL00010538,PLATE00000028,302.37
MOL00010539,PLATE00000028,294.74
MOL00010540,PLATE00000028,271.32
MOL00010541,PLATE00000028,382.39
MOL00010542,PLATE00000028,343.38
MOL00010543,PLATE00000028,303.36
MOL00010544,PLATE00000028,304.39
MOL00010545,PLATE00000028,314.38
MOL00010546,PLATE00000028,307.39
MOL00010547,PLATE00000028,322.79
MOL00010548,PLATE00000028,394.44
MOL00010549,PLATE00000028,264.37
MOL00010550,PLATE00000028,371.43
MOL00010551,PLATE00000028,350.43
MOL00010552,PLATE00000028,381.43
MOL00010553,PLATE00000028,391.44
MOL00010554,PLATE00000028,303.29
MOL00010555,PLATE00000028,380.46
MOL00010556,PLATE00000028,390.41
MOL00010557,PLATE00000028,334.43
MOL00010558,PLATE00000028,380.84
MOL00010559,PLATE00000028,378.47
MOL00010560,PLATE00000028,397.45
MOL00010561,PLATE00000028,383.47
MOL00010562,PLATE00000028,364.49
MOL00010563,PLATE00000028,305.34
MOL00010564,PLATE00000028,278.35
MOL00010565,PLATE00000028,323.31
MOL00010566,PLATE00000028,335.45
MOL00010567,PLATE00000028,321.40
MOL00010568,PLATE00000028,391.90
MOL00010569,PLATE00000028,329.37
MOL00010570,PLATE00000028,357.31
MOL00010571,PLATE00000028,369.44
MOL00010572,PLATE00000028,287.24
MOL00010573,PLATE00000028,337.44
MOL00010574,PLATE00000028,340.44
MOL00010575,PLATE00000028,351.41
MOL00010576,PLATE00000028,354.25
MOL00010577,PLATE00000028,303.34
MOL00010578,PLATE00000028,364.32
MOL00010579,PLATE00000028,347.39
MOL00010580,PLATE00000028,471.41
MOL00010581,PLATE00000028,369.46
MOL00010582,PLATE00000028,381.43
MOL00010583,PLATE00000028,318.42
MOL00010584,PLATE00000028,352.44
MOL00010585,PLATE00000028,383.47
MOL00010586,PLATE00000028,302.37
MOL00010587,PLATE00000028,274.30
MOL00010588,PLATE00000028,271.32
MOL00010589,PLATE00000028,308.77
MOL00010590,PLATE00000028,363.46
MOL00010591,PLATE00000028,322.79
MOL00010592,PLATE00000028,296.39
MOL00010593,PLATE00000028,327.34
MOL00010594,PLATE00000028,265.36
MOL00010595,PLATE00000028,322.79
MOL00010596,PLATE00000028,392.56
MOL00010597,PLATE00000028,336.82
MOL00010598,PLATE00000028,395.44
MOL00010599,PLATE00000028,292.35
MOL00010600,PLATE00000028,377.47
MOL00010601,PLATE00000028,350.41
MOL00010602,PLATE00000028,289.72
MOL00010603,PLATE00000028,346.45
MOL00010604,PLATE00000028,388.48
MOL00010605,PLATE00000028,320.41
MOL00010606,PLATE00000028,265.28
MOL00010607,PLATE00000028,380.46
MOL00010608,PLATE00000028,350.38
MOL00010609,PLATE00000028,366.38
MOL00010610,PLATE00000028,344.41
MOL00010611,PLATE00000028,339.33
MOL00010612,PLATE00000028,320.77
MOL00010613,PLATE00000028,280.29
MOL00010614,PLATE00000028,300.36
MOL00010615,PLATE00000028,355.41
MOL00010616,PLATE00000028,320.27
MOL00010617,PLATE00000028,373.43
MOL00010618,PLATE00000028,325.74
MOL00010619,PLATE00000028,357.43
MOL00010620,PLATE00000028,301.73
MOL00010621,PLATE00000028,363.45
MOL00010622,PLATE00000028,302.42
MOL00010623,PLATE00000028,293.73
MOL00010624,PLATE00000028,382.31
MOL00010625,PLATE00000028,381.41
MOL00010626,PLATE00000028,278.37
MOL00010627,PLATE00000028,348.46
MOL00010628,PLATE00000028,407.92
MOL00010629,PLATE00000028,300.36
MOL00010630,PLATE00000028,465.38
MOL00010631,PLATE00000028,316.36
MOL00010632,PLATE00000028,251.26
MOL00010633,PLATE00000028,375.49
MOL00010634,PLATE00000028,302.37
MOL00010635,PLATE00000028,274.30
MOL00010636,PLATE00000028,331.37
MOL00010637,PLATE00000028,328.30
MOL00010638,PLATE00000028,363.46
MOL00010639,PLATE00000028,264.37
MOL00010640,PLATE00000028,291.39
MOL00010641,PLATE00000028,275.31
MOL00010642,PLATE00000028,363.38
MOL00010643,PLATE00000028,302.38
MOL00010644,PLATE00000028,390.47
MOL00010645,PLATE00000028,302.38
MOL00010646,PLATE00000028,349.41
MOL00010647,PLATE00000028,320.41
MOL00010648,PLATE00000028,319.36
MOL00010649,PLATE00000028,378.47
MOL00010650,PLATE00000028,295.30
MOL00010651,PLATE00000028,334.43
MOL00010652,PLATE00000028,360.43
MOL00010653,PLATE00000028,338.40
MOL00010654,PLATE00000028,279.30
MOL00010655,PLATE00000028,339.41
MOL00010656,PLATE00000028,341.37
MOL00010657,PLATE00000028,398.44
MOL00010658,PLATE00000028,314.38
MOL00010659,PLATE00000028,398.44
MOL00010660,PLATE00000028,312.37
MOL00010661,PLATE00000028,352.42
MOL00010662,PLATE00000028,369.46
MOL00010663,PLATE00000028,355.41
MOL00010664,PLATE00000028,284.29
MOL00010665,PLATE00000028,389.43
MOL00010666,PLATE00000028,262.27
MOL00010667,PLATE00000028,347.39
MOL00010668,PLATE00000028,301.73
MOL00010669,PLATE00000028,399.42
MOL00010670,PLATE00000028,461.81
MOL00010671,PLATE00000028,307.39
MOL00010672,PLATE00000028,332.81
MOL00010673,PLATE00000028,345.42
MOL00010674,PLATE00000028,363.41
MOL00010675,PLATE00000028,302.33
MOL00010676,PLATE00000028,423.96
MOL00010677,PLATE00000028,369.46
MOL00010678,PLATE00000028,395.46
MOL00010679,PLATE00000028,346.38
MOL00010680,PLATE00000028,374.31
MOL00010681,PLATE00000028,357.43
MOL00010682,PLATE00000028,258.32
MOL00010683,PLATE00000028,316.36
MOL00010684,PLATE00000028,318.42
MOL00010685,PLATE00000028,300.31
MOL00010686,PLATE00000028,335.38
MOL00010687,PLATE00000028,302.38
MOL00010688,PLATE00000028,309.37
MOL00010689,PLATE00000028,250.34
MOL00010690,PLATE00000028,379.38
MOL00010691,PLATE00000028,302.38
MOL00010692,PLATE00000028,386.89
MOL00010693,PLATE00000028,302.38
MOL00010694,PLATE00000028,393.47
MOL00010695,PLATE00000028,306.38
MOL00010696,PLATE00000028,333.35
MOL00010697,PLATE00000028,334.43
MOL00010698,PLATE00000028,389.41
MOL00010699,PLATE00000028,310.34
MOL00010700,PLATE00000028,374.46
MOL00010701,PLATE00000028,258.34
MOL00010702,PLATE00000028,293.33
MOL00010703,PLATE00000028,314.38
MOL00010704,PLATE00000028,398.43
MOL00010705,PLATE00000028,311.73
MOL00010706,PLATE00000028,344.37
MOL00010707,PLATE00000028,349.39
MOL00010708,PLATE00000028,326.40
MOL00010709,PLATE00000028,361.40
MOL00010710,PLATE00000028,329.49
MOL00010711,PLATE00000028,329.37
MOL00010712,PLATE00000028,304.71
MOL00010713,PLATE00000028,359.40
MOL00010714,PLATE00000028,355.33
MOL00010715,PLATE00000028,369.44
MOL00010716,PLATE00000028,272.69
MOL00010717,PLATE00000028,309.35
MOL00010718,PLATE00000028,351.28
MOL00010719,PLATE00000028,343.34
MOL00010720,PLATE00000028,286.38
MOL00010721,PLATE00000028,387.46
MOL00010722,PLATE00000028,365.88
MOL00010723,PLATE00000028,316.36
MOL00010724,PLATE00000028,387.46
MOL00010725,PLATE00000028,286.33
MOL00010726,PLATE00000028,301.35
MOL00010727,PLATE00000028,380.83
MOL00010728,PLATE00000028,429.43
MOL00010729,PLATE00000028,393.47
MOL00010730,PLATE00000028,272.35
MOL00010731,PLATE00000028,300.36
MOL00010732,PLATE00000028,309.37
MOL00010733,PLATE00000028,286.33
MOL00010734,PLATE00000028,251.33
MOL00010735,PLATE00000028,301.35
MOL00010736,PLATE00000028,281.36
MOL00010737,PLATE00000028,274.32
MOL00010738,PLATE00000028,358.46
MOL00010739,PLATE00000028,289.33
MOL00010740,PLATE00000028,390.47
MOL00010741,PLATE00000028,356.35
MOL00010742,PLATE00000028,315.40
MOL00010743,PLATE00000028,287.44
MOL00010744,PLATE00000028,353.35
MOL00010745,PLATE00000028,320.41
MOL00010746,PLATE00000028,338.42
MOL00010747,PLATE00000028,311.36
MOL00010748,PLATE00000028,388.48
MOL00010749,PLATE00000028,320.41
MOL00010750,PLATE00000028,337.34
MOL00010751,PLATE00000028,274.37
MOL00010752,PLATE00000028,323.36
MOL00010753,PLATE00000029,308.38
MOL00010754,PLATE00000029,340.47
MOL00010755,PLATE00000029,337.42
MOL00010756,PLATE00000029,279.30
MOL00010757,PLATE00000029,356.42
MOL00010758,PLATE00000029,307.35
MOL00010759,PLATE00000029,373.52
MOL00010760,PLATE00000029,313.42
MOL00010761,PLATE00000029,440.38
MOL00010762,PLATE00000029,375.49
MOL00010763,PLATE00000029,384.48
MOL00010764,PLATE00000029,399.87
MOL00010765,PLATE00000029,380.40
MOL00010766,PLATE00000029,390.40
MOL00010767,PLATE00000029,384.82
MOL00010768,PLATE00000029,398.85
MOL00010769,PLATE00000029,338.41
MOL00010770,PLATE00000029,399.51
MOL00010771,PLATE00000029,318.42
MOL00010772,PLATE00000029,394.44
MOL00010773,PLATE00000029,313.38
MOL00010774,PLATE00000029,388.44
MOL00010775,PLATE00000029,313.38
MOL00010776,PLATE00000029,363.43
MOL00010777,PLATE00000029,337.38
MOL00010778,PLATE00000029,297.35
MOL00010779,PLATE00000029,392.42
MOL00010780,PLATE00000029,305.28
MOL00010781,PLATE00000029,386.79
MOL00010782,PLATE00000029,340.38
MOL00010783,PLATE00000029,322.37
MOL00010784,PLATE00000029,317.41
MOL00010785,PLATE00000029,322.37
MOL00010786,PLATE00000029,379.44
MOL00010787,PLATE00000029,338.44
MOL00010788,PLATE00000029,321.43
MOL00010789,PLATE00000029,374.42
MOL00010790,PLATE00000029,313.45
MOL00010791,PLATE00000029,344.39
MOL00010792,PLATE00000029,309.37
MOL00010793,PLATE00000029,313.40
MOL00010794,PLATE00000029,277.76
MOL00010795,PLATE00000029,360.43
MOL00010796,PLATE00000029,259.36
MOL00010797,PLATE00000029,295.34
MOL00010798,PLATE00000029,271.37
MOL00010799,PLATE00000029,289.38
MOL00010800,PLATE00000029,356.40
MOL00010801,PLATE00000029,338.38
MOL00010802,PLATE00000029,278.31
MOL00010803,PLATE00000029,359.44
MOL00010804,PLATE00000029,265.27
MOL00010805,PLATE00000029,272.39
MOL00010806,PLATE00000029,307.35
MOL00010807,PLATE00000029,348.47
MOL00010808,PLATE00000029,380.46
MOL00010809,PLATE00000029,485.44
MOL00010810,PLATE00000029,311.40
MOL00010811,PLATE00000029,368.37
MOL00010812,PLATE00000029,395.45
MOL00010813,PLATE00000029,382.42
MOL00010814,PLATE00000029,378.43
MOL00010815,PLATE00000029,354.34
MOL00010816,PLATE00000029,364.40
MOL00010817,PLATE00000029,366.46
MOL00010818,PLATE00000029,357.43
MOL00010819,PLATE00000029,357.45
MOL00010820,PLATE00000029,366.34
MOL00010821,PLATE00000029,313.38
MOL00010822,PLATE00000029,392.47
MOL00010823,PLATE00000029,327.40
MOL00010824,PLATE00000029,399.51
MOL00010825,PLATE00000029,280.29
MOL00010826,PLATE00000029,353.42
MOL00010827,PLATE00000029,384.46
MOL00010828,PLATE00000029,340.38
MOL00010829,PLATE00000029,329.74
MOL00010830,PLATE00000029,289.72
MOL00010831,PLATE00000029,336.39
MOL00010832,PLATE00000029,398.46
MOL00010833,PLATE00000029,350.42
MOL00010834,PLATE00000029,347.34
MOL00010835,PLATE00000029,338.44
MOL00010836,PLATE00000029,285.39
MOL00010837,PLATE00000029,372.45
MOL00010838,PLATE00000029,273.34
MOL00010839,PLATE00000029,394.40
MOL00010840,PLATE00000029,367.41
MOL00010841,PLATE00000029,280.37
MOL00010842,PLATE00000029,317.82
MOL00010843,PLATE00000029,358.41
MOL00010844,PLATE00000029,323.40
MOL00010845,PLATE00000029,299.33
MOL00010846,PLATE00000029,341.46
MOL00010847,PLATE00000029,313.35
MOL00010848,PLATE00000029,276.68
MOL00010849,PLATE00000029,376.39
MOL00010850,PLATE00000029,328.37
MOL00010851,PLATE00000029,360.45
MOL00010852,PLATE00000029,278.31
MOL00010853,PLATE00000029,296.37
MOL00010854,PLATE00000029,333.39
MOL00010855,PLATE00000029,362.49
MOL00010856,PLATE00000029,395.54
MOL00010857,PLATE00000029,510.44
MOL00010858,PLATE00000029,355.45
MOL00010859,PLATE00000029,392.46
MOL00010860,PLATE00000029,290.36
MOL00010861,PLATE00000029,374.40
MOL00010862,PLATE00000029,348.41
MOL00010863,PLATE00000029,302.33
MOL00010864,PLATE00000029,348.41
MOL00010865,PLATE00000029,398.88
MOL00010866,PLATE00000029,394.45
MOL00010867,PLATE00000029,290.36
MOL00010868,PLATE00000029,360.38
MOL00010869,PLATE00000029,368.46
MOL00010870,PLATE00000029,342.41
MOL00010871,PLATE00000029,339.41
MOL00010872,PLATE00000029,330.36
MOL00010873,PLATE00000029,384.82
MOL00010874,PLATE00000029,375.43
MOL00010875,PLATE00000029,338.33
MOL00010876,PLATE00000029,375.43
MOL00010877,PLATE00000029,358.78
MOL00010878,PLATE00000029,302.20
MOL00010879,PLATE00000029,336.39
MOL00010880,PLATE00000029,367.42
MOL00010881,PLATE00000029,380.43
MOL00010882,PLATE00000029,329.35
MOL00010883,PLATE00000029,378.46
MOL00010884,PLATE00000029,271.37
MOL00010885,PLATE00000029,386.47
MOL00010886,PLATE00000029,293.37
MOL00010887,PLATE00000029,384.45
MOL00010888,PLATE00000029,287.37
MOL00010889,PLATE00000029,344.43
MOL00010890,PLATE00000029,315.42
MOL00010891,PLATE00000029,387.45
MOL00010892,PLATE00000029,299.42
MOL00010893,PLATE00000029,354.41
MOL00010894,PLATE00000029,352.37
MOL00010895,PLATE00000029,343.38
MOL00010896,PLATE00000029,303.28
MOL00010897,PLATE00000029,378.41
MOL00010898,PLATE00000029,391.43
MOL00010899,PLATE00000029,366.86
MOL00010900,PLATE00000029,338.36
MOL00010901,PLATE00000029,312.42
MOL00010902,PLATE00000029,376.46
MOL00010903,PLATE00000029,448.39
MOL00010904,PLATE00000029,382.52
MOL00010905,PLATE00000029,444.41
MOL00010906,PLATE00000029,389.51
MOL00010907,PLATE00000029,368.40
MOL00010908,PLATE00000029,374.45
MOL00010909,PLATE00000029,399.50
MOL00010910,PLATE00000029,376.42
MOL00010911,PLATE00000029,371.44
MOL00010912,PLATE00000029,362.43
MOL00010913,PLATE00000029,364.44
MOL00010914,PLATE00000029,397.49
MOL00010915,PLATE00000029,308.35
MOL00010916,PLATE00000029,394.44
MOL00010917,PLATE00000029,329.37
MOL00010918,PLATE00000029,352.41
MOL00010919,PLATE00000029,303.34
MOL00010920,PLATE00000029,357.45
MOL00010921,PLATE00000029,297.36
MOL00010922,PLATE00000029,394.43
MOL00010923,PLATE00000029,325.33
MOL00010924,PLATE00000029,361.42
MOL00010925,PLATE00000029,343.77
MOL00010926,PLATE00000029,299.77
MOL00010927,PLATE00000029,393.47
MOL00010928,PLATE00000029,353.44
MOL00010929,PLATE00000029,354.45
MOL00010930,PLATE00000029,341.39
MOL00010931,PLATE00000029,382.49
MOL00010932,PLATE00000029,311.39
MOL00010933,PLATE00000029,365.43
MOL00010934,PLATE00000029,287.37
MOL00010935,PLATE00000029,384.45
MOL00010936,PLATE00000029,337.43
MOL00010937,PLATE00000029,308.38
MOL00010938,PLATE00000029,313.45
MOL00010939,PLATE00000029,320.37
MOL00010940,PLATE00000029,285.39
MOL00010941,PLATE00000029,341.36
MOL00010942,PLATE00000029,384.44
MOL00010943,PLATE00000029,341.36
MOL00010944,PLATE00000029,287.28
MOL00010945,PLATE00000029,375.40
MOL00010946,PLATE00000029,363.42
MOL00010947,PLATE00000029,346.45
MOL00010948,PLATE00000029,399.43
MOL00010949,PLATE00000029,284.33
MOL00010950,PLATE00000029,321.38
MOL00010951,PLATE00000029,481.47
MOL00010952,PLATE00000029,396.55
MOL00010953,PLATE00000029,495.45
MOL00010954,PLATE00000029,379.52
MOL00010955,PLATE00000029,378.43
MOL00010956,PLATE00000029,360.42
MOL00010957,PLATE00000029,392.46
MOL00010958,PLATE00000029,375.48
MOL00010959,PLATE00000029,380.40
MOL00010960,PLATE00000029,366.40
MOL00010961,PLATE00000029,332.44
MOL00010962,PLATE00000029,388.44
MOL00010963,PLATE00000029,290.36
MOL00010964,PLATE00000029,399.47
MOL00010965,PLATE00000029,357.38
MOL00010966,PLATE00000029,380.42
MOL00010967,PLATE00000029,317.36
MOL00010968,PLATE00000029,367.40
MOL00010969,PLATE00000029,323.36
MOL00010970,PLATE00000029,361.42
